Age,Years_of_Experience,Job_Title,Department,Education_Level,Location_Tier,Performance_Rating,Certifications,Target_Salary
51,20,HR Manager,Human Resources,Master's,Tier 1,1,0,174899.55
39,11,Financial Analyst,Finance,Master's,Tier 1,5,2,170070.06
23,1,Senior Software Engineer,Product,Bachelor's,Tier 2,4,0,109518.31
53,27,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,3,1,170217.4
30,1,HR Manager,Human Resources,Master's,Tier 2,3,2,115158.52
23,0,Financial Analyst,Sales & Marketing,Master's,Tier 2,5,1,106758.38
41,0,Product Manager,Data & Analytics,Bachelor's,Tier 2,4,1,111952.92
48,21,HR Specialist,Finance,Master's,Tier 2,3,1,140069.66
57,35,HR Specialist,Data & Analytics,High School,Tier 1,4,3,199682.51
62,30,Senior Software Engineer,Finance,Bachelor's,Tier 1,4,1,251754.58
40,15,Product Manager,Engineering,Bachelor's,Tier 2,3,0,150347.02
37,5,Engineering Manager,Finance,Master's,Tier 2,4,1,167869.94
47,23,HR Manager,Data & Analytics,Bachelor's,Tier 1,3,0,195713.4
35,5,Sales Executive,Product,Bachelor's,Tier 2,3,1,86629.18
39,11,Marketing Specialist,Finance,Master's,Tier 2,4,0,123124.93
49,12,HR Specialist,Finance,Bachelor's,Tier 2,4,2,108810.28
40,6,Lead Data Scientist,Human Resources,Master's,Tier 2,3,2,152559.64
51,15,Product Manager,Product,Master's,Tier 3 / Remote,3,1,147414.18
62,32,Financial Analyst,Data & Analytics,Master's,Tier 1,3,0,222689.45
42,9,Financial Analyst,Finance,High School,Tier 1,3,0,116096.46
42,9,HR Specialist,Engineering,Bachelor's,Tier 1,2,3,112928.52
51,22,Lead Data Scientist,Product,Bachelor's,Tier 1,5,1,258515.67
58,37,Financial Analyst,Human Resources,Master's,Tier 1,3,4,252103.16
62,8,Product Manager,Product,Master's,Tier 1,2,4,164338.86
53,1,Senior Software Engineer,Data & Analytics,High School,Tier 2,3,1,88810.68
51,6,Software Engineer,Data & Analytics,Master's,Tier 2,3,2,115485.91
43,1,Product Manager,Finance,Master's,Tier 1,3,1,149196.72
45,23,Product Manager,Engineering,Bachelor's,Tier 1,3,0,206775.96
31,11,Engineering Manager,Product,Master's,Tier 2,3,1,171601.73
45,10,Software Engineer,Finance,Bachelor's,Tier 2,4,0,110061.86
22,2,Software Engineer,Engineering,Bachelor's,Tier 2,3,2,89485.44
56,12,HR Specialist,Engineering,Master's,Tier 1,3,1,138511.82
37,15,HR Manager,Sales & Marketing,Master's,Tier 1,1,5,167389.86
26,4,Product Manager,Human Resources,Bachelor's,Tier 2,5,2,137259.42
52,10,Software Engineer,Data & Analytics,Master's,Tier 2,3,4,129781.09
58,7,Sales Executive,Finance,High School,Tier 3 / Remote,3,1,68187.82
46,4,Financial Analyst,Finance,Bachelor's,Tier 2,3,0,92534.52
46,16,Product Manager,Data & Analytics,High School,Tier 1,4,2,187126.34
24,3,HR Specialist,Human Resources,PhD,Tier 2,3,1,105230.91
59,14,Senior Software Engineer,Data & Analytics,Master's,Tier 1,1,0,164915.67
53,16,Lead Data Scientist,Engineering,Bachelor's,Tier 3 / Remote,4,3,157684.73
41,9,Lead Data Scientist,Finance,High School,Tier 1,3,2,172097.12
51,18,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,5,1,118393.99
23,3,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,3,1,70528.83
26,4,Sales Executive,Human Resources,PhD,Tier 2,1,1,101961.87
40,10,Software Engineer,Product,Bachelor's,Tier 2,2,0,99663.53
41,13,Product Manager,Data & Analytics,Bachelor's,Tier 2,3,1,144742.94
43,21,HR Specialist,Finance,Master's,Tier 1,5,0,186754.16
32,8,Engineering Manager,Finance,PhD,Tier 1,2,3,209376.31
39,12,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 2,4,1,143350.02
48,1,HR Specialist,Human Resources,Bachelor's,Tier 2,4,1,75894.25
52,17,Financial Analyst,Product,Bachelor's,Tier 3 / Remote,3,2,115239.05
56,25,Sales Executive,Finance,Bachelor's,Tier 2,3,0,135751.96
42,16,Engineering Manager,Engineering,Bachelor's,Tier 2,3,2,176707.47
41,3,Engineering Manager,Finance,PhD,Tier 1,4,5,228035.56
30,10,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,0,112477.5
52,16,Engineering Manager,Engineering,Master's,Tier 2,4,0,198060.78
30,6,HR Specialist,Human Resources,Bachelor's,Tier 3 / Remote,3,3,73961.38
28,8,Lead Data Scientist,Sales & Marketing,Master's,Tier 3 / Remote,3,1,140118.75
54,7,Marketing Specialist,Finance,Master's,Tier 2,3,2,104978.6
22,0,Sales Executive,Human Resources,Bachelor's,Tier 1,2,1,81298.37
40,17,Engineering Manager,Engineering,Bachelor's,Tier 1,3,0,207406.64
24,1,Software Engineer,Product,Master's,Tier 3 / Remote,5,1,94528.31
60,34,HR Specialist,Product,Bachelor's,Tier 1,3,3,197295.28
33,13,Lead Data Scientist,Product,Master's,Tier 2,3,0,172002.32
51,23,Financial Analyst,Product,PhD,Tier 1,1,2,194323.99
37,13,Product Manager,Engineering,Bachelor's,Tier 1,3,1,176936.31
34,1,Software Engineer,Sales & Marketing,Bachelor's,Tier 1,2,0,87855.45
45,9,HR Specialist,Data & Analytics,Bachelor's,Tier 2,4,3,99447.03
38,17,Sales Executive,Data & Analytics,Master's,Tier 2,4,0,137472.94
48,3,Software Engineer,Sales & Marketing,Master's,Tier 3 / Remote,3,1,87711.96
50,5,Engineering Manager,Finance,High School,Tier 2,2,0,121046.84
62,42,Product Manager,Engineering,Master's,Tier 3 / Remote,4,0,223354.55
35,1,Senior Software Engineer,Finance,Bachelor's,Tier 1,3,0,124171.52
26,0,Lead Data Scientist,Engineering,High School,Tier 1,1,1,116982.7
59,24,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,3,0,132071.72
27,0,Lead Data Scientist,Finance,High School,Tier 1,2,4,131678.52
45,12,Marketing Specialist,Product,Master's,Tier 1,2,1,128517.58
61,0,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,0,124869.08
54,24,HR Specialist,Data & Analytics,Bachelor's,Tier 1,4,5,184969.82
30,0,Sales Executive,Engineering,Bachelor's,Tier 3 / Remote,3,0,60466.58
24,2,HR Manager,Data & Analytics,Bachelor's,Tier 1,3,1,114938.02
44,4,Engineering Manager,Data & Analytics,Bachelor's,Tier 3 / Remote,4,1,132289.9
42,5,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,4,2,113818.07
43,19,Senior Software Engineer,Engineering,High School,Tier 3 / Remote,1,1,110104.75
29,1,Software Engineer,Sales & Marketing,Bachelor's,Tier 1,2,2,94408.92
41,2,Software Engineer,Product,Master's,Tier 2,3,1,97060.54
35,9,HR Manager,Finance,Bachelor's,Tier 2,4,5,126410.42
51,23,Lead Data Scientist,Data & Analytics,Master's,Tier 1,5,2,282685.4
29,1,Financial Analyst,Human Resources,Bachelor's,Tier 1,3,1,98763.93
40,11,Software Engineer,Human Resources,Master's,Tier 1,4,2,153263.87
59,18,Product Manager,Engineering,High School,Tier 1,3,2,184552.78
57,31,Engineering Manager,Finance,Bachelor's,Tier 2,3,2,221679.97
27,6,Senior Software Engineer,Finance,Master's,Tier 1,3,1,161956.36
55,1,Financial Analyst,Product,Master's,Tier 1,4,1,127903.19
31,9,Senior Software Engineer,Product,Master's,Tier 1,5,0,187123.56
52,28,Software Engineer,Engineering,Master's,Tier 2,3,1,167179.0
32,3,Marketing Specialist,Product,Master's,Tier 2,5,0,100781.67
56,20,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,3,0,122813.94
32,0,Sales Executive,Data & Analytics,Master's,Tier 2,3,3,89992.41
61,34,HR Specialist,Human Resources,Master's,Tier 2,2,0,166638.75
53,1,Financial Analyst,Finance,Bachelor's,Tier 3 / Remote,3,0,69171.4
47,24,Software Engineer,Engineering,Bachelor's,Tier 2,3,2,146900.07
43,17,Software Engineer,Human Resources,Master's,Tier 1,3,2,169717.58
22,2,Engineering Manager,Engineering,Bachelor's,Tier 1,3,2,163060.78
50,27,HR Manager,Data & Analytics,Master's,Tier 2,4,1,196363.13
60,4,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,3,1,145812.74
43,1,Financial Analyst,Finance,Bachelor's,Tier 1,1,1,93478.2
53,26,Lead Data Scientist,Human Resources,Bachelor's,Tier 2,4,3,224808.29
46,18,Financial Analyst,Finance,Bachelor's,Tier 2,2,1,128300.19
61,27,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,2,3,204301.59
50,23,Software Engineer,Data & Analytics,Bachelor's,Tier 1,2,1,167434.78
58,33,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,4,0,171217.57
53,4,Product Manager,Human Resources,Bachelor's,Tier 2,5,1,130176.18
51,4,Sales Executive,Human Resources,Bachelor's,Tier 1,3,5,110936.74
39,4,Lead Data Scientist,Data & Analytics,Master's,Tier 3 / Remote,4,0,136182.63
24,2,Product Manager,Sales & Marketing,Master's,Tier 3 / Remote,2,1,97512.81
33,2,HR Manager,Sales & Marketing,Master's,Tier 2,3,2,112899.24
41,19,Financial Analyst,Finance,Bachelor's,Tier 2,3,2,129228.82
29,2,Senior Software Engineer,Data & Analytics,High School,Tier 1,2,1,107933.35
52,31,Engineering Manager,Product,Bachelor's,Tier 2,2,0,207814.32
45,24,HR Specialist,Human Resources,Bachelor's,Tier 1,2,1,160661.52
34,12,Senior Software Engineer,Finance,PhD,Tier 1,3,2,203181.86
29,7,Product Manager,Data & Analytics,Master's,Tier 2,5,1,156910.44
35,12,Lead Data Scientist,Engineering,Master's,Tier 1,3,0,209617.02
36,16,Marketing Specialist,Finance,PhD,Tier 3 / Remote,3,4,124124.68
42,15,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,3,1,148205.97
36,11,Product Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,1,121896.55
47,16,HR Specialist,Engineering,Bachelor's,Tier 2,3,0,106954.61
59,2,Marketing Specialist,Finance,Master's,Tier 1,2,1,107185.11
59,17,Product Manager,Product,Bachelor's,Tier 3 / Remote,3,2,143927.32
54,13,HR Manager,Human Resources,Master's,Tier 1,4,5,193561.32
31,10,Sales Executive,Product,Bachelor's,Tier 3 / Remote,3,0,86204.03
40,2,Senior Software Engineer,Finance,Bachelor's,Tier 1,3,1,134871.77
32,8,Engineering Manager,Data & Analytics,Master's,Tier 2,4,1,172913.95
24,3,Financial Analyst,Sales & Marketing,Bachelor's,Tier 2,2,1,81245.74
44,6,Senior Software Engineer,Engineering,Master's,Tier 1,3,3,163922.69
27,6,Product Manager,Engineering,Master's,Tier 2,2,0,138984.19
62,24,Sales Executive,Data & Analytics,Master's,Tier 1,3,0,185168.05
62,16,Sales Executive,Human Resources,Master's,Tier 3 / Remote,4,0,122960.09
50,11,Engineering Manager,Human Resources,High School,Tier 1,3,1,179456.19
25,3,Sales Executive,Human Resources,High School,Tier 1,2,0,79740.02
24,1,Product Manager,Human Resources,High School,Tier 1,2,3,117302.05
41,16,Senior Software Engineer,Product,Bachelor's,Tier 2,4,1,162027.06
29,2,Product Manager,Human Resources,PhD,Tier 2,3,1,153179.41
27,2,Product Manager,Finance,Master's,Tier 1,3,2,153783.57
26,2,HR Specialist,Finance,Master's,Tier 1,3,0,96275.88
29,2,HR Manager,Human Resources,Master's,Tier 2,3,1,116233.98
29,9,HR Manager,Finance,High School,Tier 3 / Remote,4,1,96238.25
56,4,HR Manager,Data & Analytics,Master's,Tier 1,3,3,147262.83
40,7,HR Specialist,Finance,Bachelor's,Tier 1,1,1,91792.1
31,0,HR Specialist,Sales & Marketing,Master's,Tier 1,2,1,90508.94
56,34,Engineering Manager,Data & Analytics,High School,Tier 2,3,2,209719.55
30,5,Financial Analyst,Engineering,Master's,Tier 1,3,0,126066.22
29,3,Financial Analyst,Product,High School,Tier 2,3,1,75579.0
29,9,Marketing Specialist,Product,Bachelor's,Tier 3 / Remote,2,1,75677.58
29,8,HR Specialist,Finance,Bachelor's,Tier 1,3,3,113559.56
41,1,Financial Analyst,Data & Analytics,Bachelor's,Tier 3 / Remote,2,0,68513.22
28,2,Marketing Specialist,Data & Analytics,PhD,Tier 3 / Remote,3,1,92351.77
43,1,Lead Data Scientist,Product,Master's,Tier 2,2,1,130476.87
38,1,Sales Executive,Human Resources,Master's,Tier 2,3,2,89065.25
26,2,Sales Executive,Finance,Bachelor's,Tier 1,3,0,92272.06
55,12,Software Engineer,Product,Bachelor's,Tier 2,3,4,121755.06
46,12,HR Specialist,Data & Analytics,High School,Tier 2,5,2,99688.22
36,9,Financial Analyst,Sales & Marketing,High School,Tier 3 / Remote,2,1,78199.95
52,19,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,3,2,162355.75
40,11,Engineering Manager,Data & Analytics,PhD,Tier 2,2,2,178674.89
52,2,Product Manager,Data & Analytics,High School,Tier 3 / Remote,4,1,91706.75
33,7,Sales Executive,Finance,High School,Tier 1,3,1,96129.56
44,21,Lead Data Scientist,Sales & Marketing,High School,Tier 1,5,1,231256.59
44,16,Product Manager,Data & Analytics,Master's,Tier 2,3,1,171182.89
57,15,Marketing Specialist,Engineering,High School,Tier 3 / Remote,3,2,86480.55
32,5,Sales Executive,Data & Analytics,Bachelor's,Tier 2,2,0,80184.56
43,18,Financial Analyst,Engineering,Bachelor's,Tier 1,3,3,158772.27
51,31,HR Specialist,Product,High School,Tier 3 / Remote,5,2,142619.26
26,2,Marketing Specialist,Data & Analytics,PhD,Tier 1,3,1,124123.33
58,35,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,3,2,209537.88
41,7,HR Manager,Engineering,Master's,Tier 2,1,0,106587.55
31,6,Sales Executive,Human Resources,Master's,Tier 2,2,2,100157.89
43,2,HR Specialist,Sales & Marketing,High School,Tier 1,3,2,74786.01
51,0,Sales Executive,Engineering,High School,Tier 2,3,1,65025.24
51,21,Software Engineer,Engineering,Master's,Tier 1,2,2,171845.52
43,15,HR Specialist,Engineering,Bachelor's,Tier 1,4,0,139717.23
59,32,Marketing Specialist,Sales & Marketing,Master's,Tier 2,3,2,179272.37
59,15,Marketing Specialist,Human Resources,Bachelor's,Tier 2,3,3,113241.5
59,36,Software Engineer,Data & Analytics,Master's,Tier 1,5,2,258701.61
28,3,Sales Executive,Human Resources,Master's,Tier 1,3,1,110970.99
57,37,Lead Data Scientist,Human Resources,Master's,Tier 2,3,0,248325.47
35,13,Product Manager,Human Resources,PhD,Tier 1,4,3,229033.44
32,1,Marketing Specialist,Engineering,Bachelor's,Tier 1,4,0,90455.76
28,1,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,3,0,154318.24
53,27,HR Specialist,Engineering,PhD,Tier 2,2,1,174152.43
39,4,Engineering Manager,Data & Analytics,High School,Tier 1,3,3,164597.74
55,0,Engineering Manager,Product,Bachelor's,Tier 2,4,1,131635.35
23,3,Lead Data Scientist,Human Resources,Bachelor's,Tier 1,3,2,160210.38
28,2,Sales Executive,Product,Bachelor's,Tier 2,5,1,93308.31
52,28,Software Engineer,Human Resources,Master's,Tier 2,4,2,181765.94
39,5,Product Manager,Engineering,Master's,Tier 1,2,3,155390.83
41,14,HR Specialist,Product,Bachelor's,Tier 3 / Remote,3,0,95513.25
28,0,Financial Analyst,Engineering,Master's,Tier 1,3,1,114824.0
43,10,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 2,2,1,126312.51
58,17,Sales Executive,Data & Analytics,Master's,Tier 2,5,1,153679.04
55,17,Engineering Manager,Product,Bachelor's,Tier 2,5,1,197330.59
60,13,Financial Analyst,Sales & Marketing,Master's,Tier 3 / Remote,4,0,122229.57
61,25,Engineering Manager,Finance,High School,Tier 1,4,0,241058.05
37,8,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,3,159910.93
35,12,Software Engineer,Sales & Marketing,PhD,Tier 1,3,4,183321.21
62,1,Marketing Specialist,Engineering,Bachelor's,Tier 2,3,3,76534.45
53,28,Lead Data Scientist,Human Resources,Bachelor's,Tier 3 / Remote,4,1,191741.7
59,16,Software Engineer,Data & Analytics,Master's,Tier 1,4,2,175768.58
60,28,HR Manager,Finance,PhD,Tier 1,3,4,252666.41
47,16,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,1,185653.88
51,26,HR Specialist,Finance,Bachelor's,Tier 2,3,0,147416.34
62,24,Lead Data Scientist,Human Resources,High School,Tier 1,4,0,230123.27
60,29,Engineering Manager,Sales & Marketing,Bachelor's,Tier 2,3,1,222921.32
30,4,Product Manager,Product,PhD,Tier 1,3,1,182076.8
53,7,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,3,91171.12
28,4,Software Engineer,Data & Analytics,PhD,Tier 3 / Remote,3,1,97957.28
33,1,Product Manager,Product,Bachelor's,Tier 2,2,1,104439.42
44,10,HR Specialist,Finance,Master's,Tier 3 / Remote,2,3,89450.48
38,0,Senior Software Engineer,Engineering,Bachelor's,Tier 3 / Remote,2,1,85622.92
42,15,Product Manager,Human Resources,Bachelor's,Tier 2,3,3,160282.47
33,11,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 2,5,0,173891.74
43,22,Software Engineer,Finance,Bachelor's,Tier 3 / Remote,4,0,126736.21
44,6,Engineering Manager,Sales & Marketing,Master's,Tier 2,3,1,162079.63
26,5,HR Specialist,Product,Master's,Tier 2,2,1,84753.48
39,16,Engineering Manager,Engineering,Master's,Tier 1,3,0,224895.98
58,10,Engineering Manager,Product,High School,Tier 2,4,2,159336.88
58,33,Senior Software Engineer,Human Resources,Master's,Tier 1,2,0,244492.75
28,2,HR Specialist,Engineering,Master's,Tier 1,3,0,107112.2
24,3,Lead Data Scientist,Engineering,PhD,Tier 2,4,2,170391.41
22,0,Engineering Manager,Human Resources,Master's,Tier 2,4,4,149539.58
27,1,Financial Analyst,Product,Master's,Tier 3 / Remote,3,0,80805.54
28,4,HR Specialist,Product,PhD,Tier 2,3,0,105688.06
48,12,Lead Data Scientist,Data & Analytics,Master's,Tier 3 / Remote,1,2,129568.32
52,9,Financial Analyst,Engineering,Master's,Tier 1,2,0,132335.02
29,7,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,1,101713.73
35,5,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,3,2,87193.76
36,7,HR Manager,Data & Analytics,Bachelor's,Tier 1,5,1,155414.23
28,7,Product Manager,Data & Analytics,Bachelor's,Tier 2,4,1,136814.4
28,8,Lead Data Scientist,Finance,Bachelor's,Tier 1,3,0,181337.21
54,13,Senior Software Engineer,Human Resources,Bachelor's,Tier 3 / Remote,4,2,127504.12
62,39,Sales Executive,Engineering,Bachelor's,Tier 2,5,0,204229.61
28,4,Engineering Manager,Engineering,Bachelor's,Tier 2,3,2,143357.71
41,5,Financial Analyst,Engineering,Master's,Tier 1,2,1,128920.56
28,5,Lead Data Scientist,Product,Master's,Tier 1,1,2,163093.17
35,8,Senior Software Engineer,Finance,Master's,Tier 3 / Remote,3,0,114565.79
36,2,Financial Analyst,Sales & Marketing,Bachelor's,Tier 1,5,0,118476.15
39,19,Software Engineer,Product,PhD,Tier 2,2,3,160748.67
31,9,Product Manager,Data & Analytics,Master's,Tier 2,1,1,130003.6
56,18,Senior Software Engineer,Product,Master's,Tier 2,3,3,170416.87
48,7,Marketing Specialist,Engineering,Master's,Tier 1,3,1,118624.23
22,2,Sales Executive,Human Resources,Bachelor's,Tier 1,3,1,95447.03
49,12,HR Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,0,107736.08
55,21,Sales Executive,Data & Analytics,PhD,Tier 1,4,1,204967.09
24,2,Engineering Manager,Human Resources,High School,Tier 1,3,0,147810.29
24,2,Lead Data Scientist,Sales & Marketing,High School,Tier 1,4,5,160631.41
32,4,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,2,0,73451.4
25,2,Software Engineer,Data & Analytics,Master's,Tier 3 / Remote,3,4,95305.64
51,9,HR Manager,Human Resources,PhD,Tier 3 / Remote,3,0,125361.59
60,4,Senior Software Engineer,Finance,High School,Tier 2,2,5,104753.32
53,24,Senior Software Engineer,Finance,Bachelor's,Tier 1,3,2,201087.61
37,13,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,4,132283.55
38,4,Financial Analyst,Sales & Marketing,Bachelor's,Tier 3 / Remote,2,2,73446.3
32,5,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,3,4,174520.61
57,28,HR Manager,Sales & Marketing,Bachelor's,Tier 2,5,2,198376.81
53,11,HR Manager,Data & Analytics,Master's,Tier 1,5,1,190225.8
56,0,Marketing Specialist,Product,Bachelor's,Tier 1,4,0,88829.97
48,7,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 1,3,2,107253.58
55,1,Engineering Manager,Data & Analytics,Master's,Tier 2,3,0,135256.08
26,2,Engineering Manager,Finance,Bachelor's,Tier 1,4,1,169709.28
46,3,Financial Analyst,Data & Analytics,High School,Tier 1,4,0,91724.65
49,29,HR Specialist,Data & Analytics,Master's,Tier 1,2,1,186114.6
39,16,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,3,0,96639.7
24,4,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,4,2,105841.22
49,22,Marketing Specialist,Sales & Marketing,Master's,Tier 3 / Remote,3,4,129584.01
23,0,Software Engineer,Data & Analytics,Bachelor's,Tier 3 / Remote,5,1,75733.55
55,35,Product Manager,Data & Analytics,Master's,Tier 1,5,0,297710.22
43,14,Software Engineer,Finance,Bachelor's,Tier 1,2,0,134323.8
43,7,HR Manager,Sales & Marketing,Master's,Tier 2,5,4,148010.89
51,6,Marketing Specialist,Product,Bachelor's,Tier 3 / Remote,3,0,74177.45
55,23,Sales Executive,Engineering,Master's,Tier 2,1,3,132982.92
22,0,Software Engineer,Human Resources,Bachelor's,Tier 2,1,0,71115.82
50,24,Senior Software Engineer,Product,PhD,Tier 2,3,4,200365.69
40,19,Senior Software Engineer,Human Resources,Bachelor's,Tier 1,4,1,206372.75
40,16,Lead Data Scientist,Data & Analytics,High School,Tier 2,2,4,153954.69
62,11,Marketing Specialist,Product,Bachelor's,Tier 2,3,0,101759.94
62,11,Lead Data Scientist,Product,Master's,Tier 3 / Remote,2,0,133067.84
50,24,Marketing Specialist,Data & Analytics,Master's,Tier 1,2,1,173473.75
54,1,HR Manager,Finance,Bachelor's,Tier 2,4,2,101709.29
38,17,Engineering Manager,Data & Analytics,Master's,Tier 1,3,0,223576.11
59,26,HR Manager,Engineering,Master's,Tier 1,3,0,220164.3
22,1,Sales Executive,Finance,Bachelor's,Tier 2,3,2,75923.46
62,7,Lead Data Scientist,Engineering,Bachelor's,Tier 2,3,1,139414.82
54,27,Senior Software Engineer,Product,Master's,Tier 2,2,3,186617.03
57,34,HR Specialist,Product,Bachelor's,Tier 2,3,1,165484.32
43,13,HR Manager,Human Resources,PhD,Tier 2,3,1,162833.6
39,2,Financial Analyst,Engineering,High School,Tier 1,4,1,93622.48
38,3,Financial Analyst,Finance,Master's,Tier 2,3,1,108150.89
53,33,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,4,0,275184.07
41,13,Engineering Manager,Product,High School,Tier 1,1,2,168217.0
44,17,HR Manager,Product,Bachelor's,Tier 2,3,1,145458.55
49,8,Senior Software Engineer,Finance,Bachelor's,Tier 1,3,1,158096.09
47,1,Marketing Specialist,Finance,Bachelor's,Tier 1,3,4,92756.16
28,5,Product Manager,Human Resources,Bachelor's,Tier 3 / Remote,1,1,91950.25
62,36,HR Manager,Data & Analytics,PhD,Tier 2,5,1,255092.67
41,2,Sales Executive,Engineering,Master's,Tier 1,4,3,124971.72
62,37,HR Specialist,Sales & Marketing,Master's,Tier 3 / Remote,5,0,177351.54
32,2,HR Specialist,Engineering,Bachelor's,Tier 2,2,5,75691.87
28,8,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,3,4,84500.65
59,20,Financial Analyst,Sales & Marketing,High School,Tier 2,5,0,141323.19
48,6,Financial Analyst,Data & Analytics,Bachelor's,Tier 1,5,2,132932.92
30,5,HR Manager,Sales & Marketing,PhD,Tier 1,4,1,177321.28
25,3,Financial Analyst,Engineering,Bachelor's,Tier 3 / Remote,4,0,84876.13
59,10,Financial Analyst,Data & Analytics,Master's,Tier 1,3,0,150580.26
50,24,Financial Analyst,Product,Bachelor's,Tier 2,3,2,157749.69
47,12,Lead Data Scientist,Human Resources,High School,Tier 2,4,2,166441.32
46,6,Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,0,90136.27
35,0,Software Engineer,Human Resources,Bachelor's,Tier 3 / Remote,3,1,66310.75
58,27,HR Manager,Sales & Marketing,Bachelor's,Tier 2,3,1,170533.87
49,3,Marketing Specialist,Engineering,High School,Tier 2,3,5,63150.29
29,4,Marketing Specialist,Product,Master's,Tier 1,4,0,121227.37
32,10,Engineering Manager,Human Resources,Bachelor's,Tier 2,5,0,176568.58
56,19,Senior Software Engineer,Human Resources,Master's,Tier 1,5,3,235131.64
52,16,Product Manager,Finance,Master's,Tier 2,2,0,160566.54
55,29,Sales Executive,Human Resources,Bachelor's,Tier 2,4,0,171065.64
57,8,Software Engineer,Product,Bachelor's,Tier 1,2,1,108010.97
38,18,Product Manager,Product,PhD,Tier 2,1,0,171168.78
42,20,Sales Executive,Data & Analytics,Bachelor's,Tier 2,4,1,144453.44
47,5,Engineering Manager,Finance,Bachelor's,Tier 2,2,1,136985.1
62,31,Engineering Manager,Data & Analytics,Master's,Tier 2,3,0,231554.7
49,20,HR Specialist,Product,Bachelor's,Tier 2,2,1,119458.08
43,1,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,0,128501.71
62,0,HR Manager,Human Resources,High School,Tier 2,1,3,70009.44
24,0,HR Manager,Finance,Bachelor's,Tier 1,3,1,112818.0
49,19,Financial Analyst,Data & Analytics,Bachelor's,Tier 2,1,2,128141.23
57,7,Product Manager,Human Resources,Bachelor's,Tier 2,3,1,130086.24
23,1,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 2,3,3,107504.77
41,5,Software Engineer,Sales & Marketing,PhD,Tier 1,4,0,156645.63
61,30,Financial Analyst,Engineering,Master's,Tier 2,3,2,185057.19
57,9,HR Specialist,Finance,Master's,Tier 1,3,5,138196.03
29,5,HR Manager,Product,Master's,Tier 2,5,2,130619.85
60,29,HR Specialist,Product,Master's,Tier 1,3,1,202844.04
46,25,Marketing Specialist,Human Resources,Master's,Tier 1,2,2,173197.03
36,10,Lead Data Scientist,Data & Analytics,Master's,Tier 1,3,2,198592.64
51,21,Software Engineer,Human Resources,Bachelor's,Tier 2,1,0,120451.64
55,13,Software Engineer,Product,Master's,Tier 2,4,4,144026.9
25,4,Senior Software Engineer,Sales & Marketing,Master's,Tier 2,3,3,135326.06
43,22,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,2,3,162745.95
46,1,Engineering Manager,Sales & Marketing,Master's,Tier 3 / Remote,3,0,123017.15
30,1,Financial Analyst,Data & Analytics,Bachelor's,Tier 3 / Remote,3,0,70638.82
44,18,Lead Data Scientist,Human Resources,PhD,Tier 2,3,0,203695.81
60,9,Senior Software Engineer,Product,Bachelor's,Tier 2,3,0,128847.85
33,8,Financial Analyst,Product,Bachelor's,Tier 2,4,1,110111.55
35,5,Lead Data Scientist,Engineering,Bachelor's,Tier 2,4,0,148077.03
28,6,Engineering Manager,Engineering,Master's,Tier 1,3,2,203076.18
52,15,Senior Software Engineer,Sales & Marketing,High School,Tier 1,4,1,167576.61
27,0,HR Specialist,Sales & Marketing,High School,Tier 3 / Remote,4,1,45036.28
44,18,Product Manager,Sales & Marketing,Master's,Tier 1,2,3,202115.83
