Age,Years_of_Experience,Target_Salary
40,38,20117.22135472274
22,8,13908.380234946959
50,24,22809.738725055715
44,10,8611.446583464134
27,22,28508.814206113795
55,34,27783.1685653088
40,2,3445.8084115157462
53,12,14231.217841317846
40,4,7760.849371775872
51,19,18596.065648086565
54,26,20374.02653400011
22,31,23201.322331915668
45,23,11153.641926470029
56,37,27253.632702753006
46,17,26388.05806431686
36,27,13635.698362652154
48,18,9132.087385279498
36,9,9308.09785668725
37,34,20528.59463355318
43,29,13975.803549733013
44,22,22349.895759554936
22,5,-4083.926437708531
38,22,19408.202805422483
32,2,11275.472318875896
23,13,9364.013071067098
50,14,15045.21141539376
27,34,19266.08384976565
33,0,3562.9810196973003
24,12,16738.901329912016
34,32,34827.98614977698
23,11,14914.28225402263
49,0,6064.009232721636
23,31,20311.15692536229
22,25,18600.20303122168
37,29,13375.432660285445
22,18,12069.230483642328
52,1,9257.284630409087
53,12,16298.056779552298
39,4,15644.596339212447
47,22,9555.892273620719
45,10,15719.872089801207
51,10,9302.945947431323
29,1,15392.62646799373
25,16,14319.766899355844
46,14,19325.581975305868
47,15,11517.797077428855
31,14,8230.538421491592
22,16,13936.396351721993
52,3,15235.126187932852
40,3,6726.298270689445
24,16,3291.9677030702896
43,35,22145.18990064734
59,14,24295.861038855153
47,24,17004.23413866901
36,17,12639.910149482686
34,0,265.5631516928397
31,4,8998.560531097964
39,8,20103.009154532825
26,14,12703.110882002735
53,33,22227.76841605012
57,2,6605.743152262621
41,36,31107.743014414136
45,30,23025.69957510914
36,8,12738.415407964356
44,10,17538.615151443657
35,6,10884.986134206447
32,9,16768.301757158362
43,34,17372.995699463147
56,25,16622.323632827312
52,39,25543.489787000744
38,35,19150.054581027944
39,29,28993.085704619374
35,14,13392.836175567061
46,28,14921.959448825084
46,5,5351.257542839615
43,32,20112.753130073223
47,32,22580.04890859251
33,6,5107.872680127776
53,6,15872.503544760075
59,26,13582.602855284153
26,22,10942.407695720043
38,10,14603.590850633329
42,15,19139.85501323104
38,36,27383.65716202913
53,5,11237.428373767967
55,0,2099.589744959274
26,38,23268.66174565252
47,30,30388.038784417127
25,26,11516.977958137
41,1,6758.132619187026
52,37,19526.621284270623
29,31,19842.186900137858
27,2,5112.661588278622
38,22,17655.352613210078
46,29,20518.18575719014
25,8,9567.311052252682
35,38,24431.859918176884
38,6,-365.7669246404803
36,4,13505.822713525118
46,10,3430.0496748014484
34,20,22327.505834868833
56,16,19378.491598654222
31,23,12935.258255605328
51,35,22230.883358799514
39,29,21536.68793078273
24,9,3215.5875358963294
39,13,6026.758073374715
42,20,16588.550732757943
46,7,12816.520113205803
28,39,27551.970058719937
52,5,12176.023269197576
56,29,21587.20830013154
26,29,15001.441219296094
30,37,30323.036165075122
22,1,6401.223208422555
40,22,21657.8137078933
53,16,14383.863799379154
23,35,16070.641175272758
39,7,14223.078763953925
38,30,21724.28744451131
56,0,13636.424862224223
25,4,1376.2457013345256
22,34,22359.959973502737
35,37,9461.33638421085
34,26,22188.238244158878
37,3,4403.090811280075
54,36,18478.066501455385
56,3,8186.049280409145
26,9,16520.572179829902
58,18,14720.970734138327
33,24,14765.088567495823
30,33,23543.11569335608
22,31,23881.665229434075
58,32,27376.59220687921
39,26,17413.989418191974
22,0,6636.876151345026
28,13,5490.3900087385255
44,35,22327.727466221033
38,13,6319.720804895
59,16,14142.600817517843
52,21,23046.620868040627
31,33,30490.994777570282
33,39,21342.787154902002
58,13,11032.976293924366
54,30,26758.74759628263
54,7,14452.880195555277
29,5,18894.988329722677
33,17,15172.375468697237
48,35,24961.164822054132
58,20,24978.237014418806
56,10,18443.30876898588
48,24,16033.094517812962
32,37,33340.69712514455
31,23,22154.259412077437
41,0,8158.880483024868
54,27,23745.08703714218
39,16,9800.931689216102
37,33,18839.890212554117
22,37,20978.50367761441
36,33,18430.197582754703
26,8,13617.217503761456
36,34,20397.505479646446
43,31,31605.177114643033
59,36,20978.14052592434
46,10,13445.439035118052
54,33,30224.369178806886
57,17,18835.439765579857
45,9,5374.992357339877
31,27,25122.89673526716
25,4,1168.0409644918445
27,5,9295.829222681781
30,10,11631.946477421106
35,26,17191.966824669853
49,2,1233.4462871058513
39,28,16919.53733002972
52,15,11153.172928514392
56,20,16349.848825688661
56,6,12189.487954213797
57,8,7955.141662507484
40,17,19104.203410010527
54,23,26871.56172418769
52,14,4531.296871098079
46,10,13457.45723218254
28,26,19825.556369033107
25,31,22176.881690044025
23,7,2729.0133809008857
46,12,10685.734652108205
46,24,20692.216907098435
55,18,20927.31228832681
58,38,25584.58866263933
46,15,11462.47992476795
43,9,6328.589353671985
58,28,18623.765103785667
22,4,8768.09196901754
53,35,26892.831810114923
36,20,18917.85664406353
35,1,675.8607893401331
28,22,12002.267265905473
24,26,12282.823227236597
23,28,15562.496992491857
57,0,13211.451403508243
50,10,11428.25484905649
31,7,4776.788797546173
34,11,13612.442270310547
59,20,15542.462697500734
40,23,18647.59974068889
39,11,4768.904711894932
25,1,13358.497500011723
51,37,26674.91240961317
30,31,17085.098098285813
56,35,26850.92003580738
58,8,7724.485900752507
31,0,2282.490024637843
22,13,10437.81385225584
23,17,12916.646922382468
58,19,15607.884804793619
26,20,15549.619125451134
53,0,252.5649339421334
52,25,15994.163005382678
49,8,14647.098751676791
28,6,9523.107110251598
23,6,15406.525949317347
32,14,19933.978265238286
40,15,9719.589546529358
48,0,13080.862104396896
44,24,16824.12982503668
52,10,16018.6295697119
27,24,25970.532409379277
30,12,8154.757122759
54,7,11947.98280950552
44,1,8767.779993825634
50,29,8997.44259674291
51,20,19482.68867822259
27,32,14352.064426963054
38,2,11643.423571319066
23,17,16214.863788246144
35,39,26680.19502071132
37,19,9503.668923258749
58,28,28634.80107901858
45,33,24473.927732503085
25,4,2679.2240137032186
50,7,21983.4172125807
47,11,25193.60277419967
40,7,9126.390464065365
39,21,27552.349837694128
49,0,-2095.4326908625426
49,7,8363.463104952552
52,33,28166.315404861143
33,28,20445.273993639912
42,2,12458.352749217014
53,1,17121.830326912175
25,24,21138.500607355665
44,26,24919.284218973597
34,17,25095.30079132827
38,21,22564.999649670957
52,39,25010.734516489065
43,37,17217.473171433754
30,19,11510.457755427775
27,33,33351.95131929846
30,11,6860.098799141724
23,14,17.663389034803913
29,20,20021.213104252463
30,35,24702.360940984516
56,39,25420.36642424406
59,28,21023.79234733465
42,6,19593.473280590333
59,7,13986.804917982843
33,21,17983.225753196384
24,15,10902.270042980532
45,30,21765.366439901714
49,26,19930.647948367023
30,25,16715.277498084946
25,28,23118.368503070356
48,23,24682.056835953943
24,28,9368.76387573836
32,24,24000.06685547692
30,32,11899.494622013402
51,21,16575.359135474726
56,24,24123.756930684136
54,38,25687.227640721685
36,24,12629.74680759359
51,39,28128.88810832477
32,2,12156.817812176298
52,12,14027.533524238603
23,6,6922.398787711481
28,35,25768.86288333782
57,35,29417.38576519512
30,39,20285.15439682582
47,17,14083.550621576327
31,27,21645.25795956872
52,34,22721.210837464077
36,25,20524.47650656987
38,9,9147.393691460016
48,24,28055.53988220637
57,4,4918.569599635097
35,1,450.87148967228404
49,24,18571.87124709002
29,3,19970.489877556647
49,8,8407.850380738924
51,5,3133.104887061668
50,34,24896.973137542424
33,16,6954.9246972777555
56,21,23723.693705497994
40,26,12733.79731356712
26,5,8892.771793068276
33,3,7178.764358099736
27,14,12580.948250860692
26,3,15306.258194321777
45,37,23220.34315279779
39,28,17741.602149885555
46,36,32040.893080515838
49,28,24153.910109975688
45,15,17498.52280369089
44,12,13949.888877680823
22,14,7779.1011622810865
35,12,13324.88527022242
40,5,9156.193190024354
59,7,13228.610700587164
54,17,20333.015123179932
58,14,21542.06523517381
27,12,6277.4614767580015
55,11,12355.598337653819
44,1,14341.138546261187
48,37,24694.847103371
35,11,10958.738343154686
43,7,3810.2407877830974
59,22,16311.466200698567
35,6,4877.437032175436
43,0,8868.266374308636
30,11,18963.768170360876
32,37,21323.897546007076
33,10,10306.032544540984
46,7,5958.963116611598
23,31,27820.766379386303
30,4,14446.825244305124
56,32,28535.746353722247
53,2,9322.385875842552
35,1,10467.59072092026
50,19,13981.414249251638
40,30,15568.987869070468
57,17,17513.006378628725
26,7,13758.706121142739
38,4,4621.65881377698
55,3,14086.949738340567
43,34,22722.32613424187
32,21,14299.58810008
51,27,14857.350969612067
50,25,14323.570921786435
36,30,21063.46875231341
57,31,22098.81959376333
38,9,15555.831724400916
48,30,25741.23302451293
23,26,22138.421251656175
27,38,21046.35451605803
25,37,25795.605931433875
44,11,22309.544213741676
52,39,33406.79574342221
22,27,16836.051123494755
34,2,2784.1953054989362
27,33,23210.359526147404
55,29,24919.41262041915
58,29,29775.97481889702
37,5,8486.837347192015
53,2,16792.49823205142
36,18,12051.469297805146
25,18,15246.809688487987
33,35,27333.67421491374
31,6,13132.959654024413
23,27,18109.56407150172
45,25,22599.99854531058
37,0,12675.031340111756
56,16,15954.442002944603
38,23,15201.094716479296
29,37,25182.298161232913
50,34,28469.74430429518
55,39,28907.115455386876
52,6,9991.824635934074
38,29,14260.71207320548
25,4,10250.073861321502
44,38,26461.53666833837
32,16,17389.385123931577
44,16,12629.954380714444
26,36,22074.48192000389
53,29,20621.9804901221
26,5,18860.190368013253
38,22,16899.37282621185
44,31,21683.683981867856
55,1,4537.59129869109
51,32,24107.191190341033
48,34,21633.652271695224
54,14,14307.277167330318
37,18,4600.281911452279
52,11,6402.245957189253
25,35,17639.70767529803
41,31,26193.736918753257
53,4,17670.989633258727
55,16,15985.11280175844
37,9,17222.013573116466
50,22,22611.75381700409
50,27,16799.044486819075
24,1,5400.154844921548
28,2,11383.316060600653
42,4,19471.305879296706
56,13,14092.054611079297
58,11,12640.222382766979
50,30,26476.84987201217
52,27,21025.15995492958
38,16,16554.884263775628
42,18,14892.135979853254
49,17,14122.41507994778
44,15,13848.61696881762
52,9,15308.733951238
49,22,18700.751675642543
32,36,26702.83309864463
22,10,15515.956808043153
45,26,8551.172383069807
34,13,19205.11264469058
48,34,24911.443572318432
22,18,10632.175626088314
30,8,11298.407035764765
42,10,19609.676129064985
31,25,14316.309352481609
30,20,23370.930279248234
24,21,19892.66751352289
50,24,19299.675008455557
43,4,9139.384912828293
59,16,15413.41485752094
51,32,38334.64453188515
45,35,25103.159070417703
24,36,32582.352049083063
29,22,9123.59945067356
47,6,19035.69406798105
56,23,18166.720362512475
52,21,22287.412821098293
54,18,17411.845069593248
56,36,29053.315860050083
37,5,3128.1939125039544
32,8,3660.8060774192727
36,4,-701.0016487610101
46,6,7384.599180138602
35,31,23765.826750206015
30,39,25910.606072400384
31,2,1393.1674520895594
44,37,23646.251756710644
27,29,15979.821252734491
49,34,12945.46998229556
34,23,11681.397688125835
34,18,11013.6114634931
51,18,11534.088045453813
26,8,8074.87442424237
28,10,14411.421320296777
47,12,15403.766573947913
44,11,14376.148557422162
49,11,21272.40903354394
45,1,7548.995764595886
54,17,21795.996663305195
34,35,25469.68493018646
55,1,5049.369232825411
34,14,24483.878365852343
52,20,18165.73376498248
50,26,34570.36918063888
52,28,28677.322450133586
52,13,11081.234284633923
45,32,24920.09821372802
51,15,22417.434689864294
28,24,19831.992578074292
41,14,7521.20080390643
23,1,13440.819968260548
39,12,12780.144420887713
33,32,24785.410710649863
42,18,10182.173873572952
40,24,15006.888852426247
27,5,13040.9766137472
30,34,20472.89417691742
25,13,14961.416880095512
41,1,9083.925723504959
24,14,14281.904427261785
30,1,5848.734448864464
48,31,16018.160163763465
26,35,16501.81571460578
25,33,23827.797608585126
40,35,29486.18184743157
58,25,24257.045528198454
37,24,18410.863767525963
43,5,7990.738026210695
37,37,22610.31386989759
42,7,9317.170242681774
55,3,10355.671931090008
26,7,11514.236687412797
37,39,15585.627110979432
23,12,14403.75753888882
34,3,9006.335221802823
53,6,8340.187673022934
35,39,34107.51940229436
42,16,10954.509508473464
25,35,25798.9693112371
31,3,10993.701608445126
37,8,18744.2782452549
32,37,24784.614290988047
54,15,18567.6255924006
43,4,8924.657244689179
32,36,18119.12327601155
49,5,14398.185153751016
55,13,21434.63270013839
32,2,8531.477214671198
28,13,8346.023673365267
36,10,2361.744035890022
41,8,14371.792832013645
37,5,15323.700819974962
50,35,34626.61279028277
26,32,24332.26693240463
42,22,20881.76271581772
36,19,7113.556444627993
27,22,15999.932656600913
44,17,13058.160696237594
50,2,7858.595057848623
22,1,6945.671399618267
26,16,18110.732515117204
30,5,2344.277193623677
36,37,28903.66628453232
54,36,14772.710131039436
45,27,32127.684104004053
58,14,20865.248991811583
27,24,15206.798747377296
32,11,8026.14056933925
46,4,11549.193233203574
39,25,27856.762258187744
43,3,4961.517765772542
35,36,17633.644593911064
31,13,17641.178458948678
38,33,23941.20781106019
50,14,7406.526543526116
27,27,26216.574670537462
28,14,12120.487574525465
26,2,11701.946437511091
48,13,22406.389779488352
56,33,24879.248335698725
38,16,16482.56836025974
28,30,16830.442493208277
22,38,20030.867666424198
36,3,13524.342450566113
59,19,12015.536416437293
32,3,7984.979665084039
47,15,23965.735314640744
35,8,13690.366329220138
34,7,8334.858960549198
25,10,13192.403199641527
58,33,22889.152949920444
54,36,30613.577801351334
35,4,8072.660893991127
34,34,18738.35130785221
38,35,23737.04160724615
27,23,8475.776434615396
43,7,10071.553985935538
44,3,9654.711711917154
58,25,11071.61187690015
57,26,24205.736152782578
56,26,22113.255245061195
53,10,17513.03362554894
22,38,21824.842012806672
25,38,21162.851443730946
25,4,8013.928092534622
54,8,13422.88416020448
55,21,23750.00900136518
51,24,27918.446624279142
36,18,8452.286584406527
53,2,7093.947221662791
47,14,14876.717170622971
29,21,13871.8488959455
47,35,18154.057072056698
38,26,14153.232381861628
51,12,22676.43284131207
56,12,15882.850321650514
33,7,14129.363630203381
27,8,11923.724893405824
50,8,16801.09057424996
35,30,24462.337633494888
22,8,8289.38317820437
48,15,14626.247332208102
27,16,2872.285955029476
54,8,16326.884796081435
52,32,17225.98601071843
58,18,23727.41400819355
53,34,18061.32316597974
54,2,7855.036963955399
41,38,30588.243694092427
26,33,22701.693172363804
38,0,13012.669343709746
54,21,8076.827265449638
44,17,11417.676335422297
27,10,6669.340462585553
50,3,2102.9964682964883
59,26,25655.2138729512
25,19,21049.196098820066
59,6,8722.62842647832
28,19,14780.37985120191
36,12,18970.037565576582
42,7,11962.541285962732
37,32,30271.174573767486
27,34,23400.75852720102
34,20,19938.16520490414
29,10,15446.319463055119
54,4,6471.151864758824
24,2,12464.146678428056
44,29,25142.36998888945
29,17,21681.93947539875
41,4,11737.395672684821
51,13,16931.694319893788
32,10,9529.675949852593
41,10,10573.365714846981
23,31,16374.70802202496
55,36,22257.57789464348
38,19,19766.076378708567
36,15,4948.556086317818
22,5,9832.575182745386
26,34,23685.607679767447
55,10,20339.74734056829
26,23,20908.57322629595
29,25,14344.234767463227
25,38,25553.601664992035
33,39,21755.632603635557
57,3,9735.897557874696
51,5,16861.795301941846
40,35,26440.008398239883
43,27,17986.05901807295
49,6,6909.087051438812
51,35,36756.71178279785
27,2,8494.003293361873
41,13,9097.716793727981
36,37,21328.816857435395
29,15,15315.97949580981
58,8,5756.054926619559
49,30,27179.362867164964
32,9,15417.300300854266
27,34,23974.95036058
48,18,15295.200956006882
32,2,393.9652715399088
40,32,21380.21802530207
33,29,15073.750461897736
38,34,26026.199524692733
29,12,17398.70168530963
52,10,12713.197464242594
40,18,16635.63289661496
41,38,33454.04479914408
23,37,27491.796585536413
27,32,18033.242201153244
48,3,13267.044720056234
39,10,13964.6156943584
41,8,16311.369316222761
30,19,20173.674062178892
24,32,14826.858106127402
59,27,28385.080599086727
39,4,8458.413372355253
33,37,27910.78655409651
40,12,16284.206484582859
47,39,29273.793000349495
54,20,20068.991425734162
54,12,13549.799011528987
27,28,16037.464254932685
30,16,14147.59888232001
31,17,7491.3891208333
48,39,24885.634459582452
38,14,14565.426022265703
41,9,18420.657988047446
34,16,15179.244119115167
52,37,25807.830198841013
38,8,7249.040666888613
32,39,21543.705388321956
48,1,10438.126994841788
34,8,21537.48359020854
57,18,15566.994233857487
36,1,16399.19008339474
43,18,17037.750413654932
46,37,30475.719808523936
40,23,14895.941784523964
50,35,30391.263630538102
44,0,5263.446182859596
40,29,15973.458791029163
24,7,10733.904631505382
40,38,17291.320113545484
34,26,17995.12413996991
54,1,9686.763916864844
45,4,5062.810395637563
59,22,14389.657569057956
56,8,17796.75410577844
54,20,12558.212966649227
23,18,7166.33257488338
40,25,25516.0257303347
54,28,13446.480515695892
48,22,27611.6259815951
23,29,18329.57107304627
54,36,28717.752871532524
28,28,30589.178704158883
31,3,2339.069282208512
49,30,21353.351808020296
46,30,20395.008003389506
52,9,12073.588434807009
34,19,3953.950142597363
52,38,26148.4079745414
50,16,13855.46551785099
30,35,25340.477670143264
52,34,27268.534874674267
50,28,26585.42555241214
25,23,17460.11961736991
38,3,17520.048527668965
38,20,17981.60906260069
40,18,20874.04726512848
24,26,15983.930539758772
54,20,25176.648236056662
58,34,24232.229753223888
39,28,23594.405043982042
42,32,28872.617754991836
45,28,17066.202554911186
37,23,14920.232107319945
52,17,11745.106621411785
24,15,7871.001804214644
38,16,2388.133330957902
54,20,13825.224542892141
28,29,12930.4910761541
43,11,10244.509268215252
28,32,21495.695683022215
54,29,27328.409738745908
26,24,21426.920870545448
34,29,30236.86444273785
51,38,29338.863740423323
31,29,11734.060591950549
35,35,25074.58496512037
28,14,9421.41156345032
52,20,14560.04152524125
25,23,11446.48079258313
25,27,26463.56280210883
35,17,11860.814814155576
36,33,28083.04331111802
56,31,21381.677609540875
55,12,12664.707233349991
35,1,11810.748079982135
34,1,6789.00248674675
45,12,6611.961098805916
44,1,10720.410588880557
37,9,16282.997643433919
56,22,17474.874433038578
48,0,10745.092239138447
55,13,16737.363651462594
42,6,2276.460711373753
29,12,8957.145754050645
54,14,13354.978363346296
49,7,12656.057179627207
48,16,12732.798287490876
38,24,22072.907019090155
35,36,28900.60974645744
51,34,21547.720636940016
38,27,29312.770444897873
59,21,27489.414314610036
24,32,16034.601475416048
27,3,9060.975802857387
46,17,11249.58567818465
27,36,18574.042956951744
57,29,26885.023330463846
57,15,14516.045970931747
24,18,12271.065597699559
56,12,9977.726948160034
40,26,26972.455455334057
32,17,15689.379592686102
36,25,25776.851424547356
58,15,21222.23161066767
53,35,21633.623105661605
52,30,25690.551763508443
43,26,19728.610562984875
28,1,5398.852006302805
22,38,26033.24821703823
53,32,24796.376733243225
42,1,11877.897587445794
55,22,21410.38089538425
29,23,20074.270976419055
48,2,5609.459779574892
44,15,20424.08268162699
37,5,13796.408305829493
35,16,11156.635899598934
46,23,23292.89386220818
26,27,3664.174555088817
24,15,16822.349623912392
25,14,16703.73799170489
32,10,14543.971829437416
29,3,5389.908872167604
54,20,13297.461985182843
43,21,11882.573299545918
36,11,20500.84989358772
33,18,18778.906417348746
45,19,16227.993218264442
28,1,6617.725616347244
45,31,25477.66334481675
35,28,16915.13495707361
34,20,11228.453919111242
31,8,13346.875008920295
22,15,7526.817236102331
26,2,3402.834196478522
55,10,18566.000169643816
29,15,7551.583722369401
35,11,19636.58388365493
58,4,10307.580952776361
38,34,11570.655416768675
43,12,14446.176262923413
22,35,31647.490926973624
33,14,13711.376982470108
51,34,19807.16696537497
50,18,22874.877782055566
37,8,6104.474091857054
23,3,3172.785719918563
36,16,10534.996631141148
29,13,13816.34173674821
27,18,14393.372954339535
59,17,11594.80133293587
26,18,10207.949044460966
35,36,20738.093520317732
25,16,10301.698394071287
24,36,23796.7921229311
53,17,14750.050529020478
45,17,19845.801236870833
45,3,17138.112517378788
51,19,19581.30546391931
33,38,25681.635279649992
46,22,17985.339837025447
39,13,14176.337114897158
39,18,20321.685184560138
50,17,20875.428717918498
42,35,29374.84633060162
23,6,10714.536301360009
53,13,17167.475307800763
51,18,22885.924958841064
49,32,19426.054603708362
46,17,15103.204257301011
50,26,11508.504416678195
29,10,12802.889831029303
52,31,20992.630892510257
23,6,826.9097030620114
39,27,21085.959863919412
42,25,22137.181080659822
58,8,11658.051854942481
59,39,26069.569659248096
43,7,6317.057782621418
51,2,9051.901475335564
40,28,18146.553325493365
42,37,28907.518688913933
35,9,6355.40452318887
34,9,14893.075915622338
56,28,24702.924726012894
40,15,15144.695148023357
25,31,16116.532079397452
42,24,23561.331099365114
45,36,19885.896692865772
34,39,24498.65420562493
43,0,9696.248786727836
44,22,31865.456510248358
38,38,25016.453094061257
41,24,13048.588503025452
53,26,18916.24908816618
36,7,5057.9234765476185
32,30,22281.938739401823
58,27,22243.183886277373
25,12,6045.8082944162925
59,2,5952.234988786986
38,38,28098.7225484084
50,4,4397.779856781721
59,23,27255.852669761807
36,9,8792.963894764851
49,1,4455.307837998773
44,27,26891.195241939873
24,10,9995.871385139782
42,27,19416.732189665727
50,10,6377.781341339312
37,33,15961.946262934933
45,12,15630.595810786774
53,27,16210.800158602859
52,23,17449.589252313064
55,38,27952.962329855847
42,39,18300.503091552884
34,29,12233.877056631514
46,39,26129.747079066117
27,21,15019.331246228976
43,30,21058.811689318616
36,29,21802.982814658404
39,6,6198.88139669171
52,12,10269.576804298027
32,21,13273.044228158531
46,17,18962.96790061929
46,9,11376.60622486213
39,14,10744.909622548648
56,29,26697.79349600886
35,18,20293.287644784752
41,23,15061.575376365954
58,8,18145.050021270694
55,23,11436.023303860944
47,5,7225.678824362603
41,34,21459.46793815146
29,31,19190.643739868174
44,1,9408.43848824639
56,37,21623.907723774053
33,19,6717.803234762288
24,33,22647.812030580928
28,10,8476.340264326642
58,16,14551.772554509582
41,25,23469.232879580468
45,8,14911.655501154719
46,20,19498.020025911886
40,21,20811.632681816045
48,37,27929.910990025644
34,10,19231.276992886054
43,25,25370.593267162632
57,9,21281.21566262597
44,13,12702.35550360923
41,2,-290.15373543060196
51,30,25517.484382144838
40,2,8488.89623516954
48,12,11487.817910983696
23,39,20906.102179265
55,29,29539.67006889092
30,17,19663.760093710705
42,39,24659.785806772656
41,12,19543.70669014141
29,1,4991.823151252354
42,35,30009.222393098775
37,19,7143.88109250261
22,29,21125.60084006082
23,27,8125.944778860117
26,38,20564.37021316978
56,37,32797.045372352455
31,29,21378.018614900582
31,29,30432.566247549417
47,23,21267.771357923055
36,25,24010.144650097496
24,25,11173.561676075198
36,32,23902.12309526637
58,6,14497.587264264015
37,14,9916.515720045787
44,32,20681.710214063824
40,37,32176.823874056823
31,22,8866.73136448316
25,4,12446.844898231195
54,31,33229.147631132604
34,10,9543.83811307401
32,15,11971.926883457918
29,26,20839.497012412077
50,36,30175.45903224209
55,1,5621.7840389895755
58,33,16948.1848949996
42,19,13899.642156345384
39,35,29054.13741404153
50,35,26497.28542998964
51,9,10447.791374152672
38,9,3390.1192741826035
44,28,19494.93581433599
27,24,16527.898113077586
48,11,12355.616180283794
56,6,16493.032560740285
58,10,13303.35015451707
46,18,19630.601874083943
24,6,7504.45440027953
56,31,18107.696792776802
25,30,17368.412329067483
26,23,14008.336950463497
22,19,12127.754217978534
52,8,10183.921604976653
30,14,9991.650215981144
48,39,22098.75601966487
59,0,11068.725548724626
37,3,2813.386855049648
27,29,22514.956913075355
45,3,7177.949490993455
46,11,13877.985745721066
55,9,10479.673380467486
56,22,17783.04433180452
42,24,17907.859273436745
53,24,24723.75188227359
34,8,11811.416621212924
59,15,11816.120114955509
51,20,16929.13233093153
33,1,6204.205861808928
54,18,16168.167051490664
51,11,15935.551331717337
44,9,5189.641513905418
46,33,21089.51482319092
51,29,25837.80909212961
53,39,25867.0604776727
51,0,1425.7454453215396
49,12,18474.16533759165
23,8,10847.707087785684
31,36,21117.70623462114
57,27,16038.043748565
30,14,10568.457819615724
28,13,4958.598305874725
33,31,19143.41835240476
55,6,7078.241636178822
36,3,8912.78497001666
33,29,17951.427256893243
27,38,29165.17582651776
47,36,17747.120988047845
26,15,12321.300870565718
31,22,14118.23155072799
42,8,8168.204118280161
49,16,12063.320755663999
32,36,22985.96621884599
35,3,8682.269133577218
37,0,10566.962935470798
42,35,21304.454517126775
35,11,18016.02490807794
33,24,25933.238245840676
47,23,24944.60965248474
30,8,12948.533972357898
24,8,13395.422733531563
45,37,18784.045892596845
40,21,16773.141446443704
33,29,16340.454810004274
59,28,33998.62415064639
23,33,25324.971767427985
49,19,13632.665643170149
22,16,1144.0492004998941
50,22,21905.590870966236
24,23,15913.723652791052
44,10,10479.075420486333
29,27,21824.99529777854
35,9,18158.561098743194
49,19,21732.516549647717
42,17,13697.601806828829
24,8,16250.087979223266
35,6,12631.985173737055
40,29,14398.112768283801
25,5,-3613.486728027312
44,4,9716.930745153346
28,24,18175.042059889136
37,36,31055.287776517616
22,16,14203.392050955612
41,13,14062.59659312432
47,16,8496.830621264417
25,25,13176.802373302276
58,22,16284.678713556994
39,8,19230.236136309974
38,23,25460.315877828663
43,31,19483.063363596746
55,13,10087.08725202682
29,36,20973.874013701166
47,34,28306.382440053847
24,37,27987.93800212675
46,16,16212.081728999121
58,4,11298.649914380414
57,12,12327.703632591283
36,0,8272.764433873863
28,2,10655.411169024741
52,6,6785.824980317562
36,16,12126.569344439435
34,22,11233.616454329349
43,5,17506.239090259794
44,36,29405.903275155357
24,3,7588.98765627407
41,25,10692.264393402775
40,35,22562.054150123342
51,36,23460.348319864166
53,28,20344.737896457133
51,4,12694.387484573648
45,22,19817.757257636396
58,10,21236.896660353013
33,35,21923.312160609017
38,21,19399.772105844688
30,35,18799.14645567278
36,33,20413.089484487693
46,33,26849.208745799144
33,34,23374.102366943327
35,21,20051.501191757634
41,20,13917.674603263404
58,24,23309.31308202694
48,10,19327.111793481607
51,32,26216.584141594783
46,20,25150.627154604816
49,22,20219.37378155633
38,16,20072.35490816675
47,38,28573.729550322867
28,31,14698.66683986669
41,3,14306.284107970283
29,28,10769.512439870405
49,11,21279.715614777502
36,34,29741.504628111146
38,5,857.3606840649809
48,24,23086.846613488404
47,17,16153.602333707111
36,6,9772.362938444125
34,16,17667.597958979222
41,28,24573.704864600637
38,24,14416.930063863641
46,29,16792.213688594096
42,8,13844.80226124304
29,10,3895.6798746155873
38,16,24304.60000654179
57,26,32573.308433807197
55,25,21053.458033557363
31,8,5777.485629431485
52,30,24256.0605764774
35,36,22883.232924308646
32,29,25549.29914394495
32,19,14368.808678109126
50,24,20877.88462166627
37,28,21478.25162494384
58,17,22814.17505922746
40,5,3227.270734727137
43,19,18811.774026749754
45,15,9442.37427057184
30,9,14525.449986682197
50,20,9458.139994366446
54,9,8925.18890743699
48,3,5298.338903202643
49,3,11095.61547379793
55,11,11481.04496701123
57,33,22876.826218092378
53,10,15515.653793414127
39,15,10873.125462648928
47,5,7406.821230627769
37,21,21314.091123539816
53,14,11087.747747360243
54,11,11379.344918400091
45,31,25772.850069524142
27,26,13823.310597347447
35,37,29261.000753111923
41,23,21089.839735752706
47,15,11383.557320226635
35,2,7935.847563185445
45,13,8396.146264756833
28,8,7488.81807758797
24,29,15112.649622262223
47,13,23481.02133549848
41,18,15656.100549945915
46,26,17510.268681803675
51,37,21296.81180583801
53,10,11819.554372007198
28,26,19123.275353564415
42,9,7770.8792104644
42,26,15950.192764346582
44,8,6205.60594323084
33,5,11351.37600053205
25,21,15854.345381403133
40,12,13602.58427922928
26,25,22527.865933639256
22,37,24709.036525490897
52,27,15329.585704756812
23,28,17039.259678669634
23,20,12905.68292693826
32,22,25382.466582707428
30,1,20123.820248329932
24,23,13544.883384427128
54,11,8274.908293411763
44,16,13108.771724172355
39,34,22176.784837734172
31,35,20316.321003529552
52,32,22946.788425537456
37,31,28137.09460141383
48,14,16795.31958173879
25,25,10999.83849417088
22,37,27915.553752064312
33,5,2820.600779833807
30,6,6177.935852923228
50,20,19246.739182252782
58,17,13710.931114893416
22,17,15562.017295591242
40,19,20551.887816352333
34,16,22261.272434242528
30,9,17361.04668720713
